#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_004567.2	1937207	1938508	-	1063889	-	lp_2145	YP_004889888.1	433	-	extracellular protein, cell-wall anchored
chr	NC_004567.2	1938776	1940614	-	1063726	typA	lp_2146	YP_004889889.1	612	-	translation elongation factor, GTPase,TypA/BipA family
chr	NC_004567.2	1940804	1941577	-	1063710	suhB	lp_2147	YP_004889890.1	257	-	myo-inositol-1(or 4)-monophosphatase
chr	NC_004567.2	1941588	1941881	-	1063714	-	lp_2149	YP_004889891.1	97	-	hypothetical protein lp_2149
chr	NC_004567.2	1941868	1942800	-	1063709	-	lp_2150	YP_004889892.1	310	-	malate/L-lactate/L-2-hydroxyisocapronate dehydrogenase
chr	NC_004567.2	1943205	1944617	-	1062177	pdhD	lp_2151	YP_004889893.1	470	-	pyruvate dehydrogenase complex, E3 component; dihydrolipoamide dehydrogenase
chr	NC_004567.2	1944625	1945920	-	1063704	pdhC	lp_2152	YP_004889894.1	431	-	pyruvate dehydrogenase complex, E2 component; dihydrolipoamide S-acetyltransferase
chr	NC_004567.2	1945978	1946955	-	1063701	pdhB	lp_2153	YP_004889895.1	325	-	pyruvate dehydrogenase complex, E1 component,beta subunit
chr	NC_004567.2	1946957	1948069	-	1063699	pdhA	lp_2154	YP_004889896.1	370	-	pyruvate dehydrogenase complex, E1 component,alpha subunit
chr	NC_004567.2	1948354	1948914	+	1063706	def1	lp_2155	YP_004889897.1	186	-	formylmethionine deformylase
chr	NC_004567.2	1948944	1949450	-	1063669	-	lp_2156	YP_004889898.1	168	-	membrane protein
chr	NC_004567.2	1949733	1949951	+	1063696	-	lp_2157	YP_004889899.1	72	-	hypothetical protein lp_2157
chr	NC_004567.2	1949948	1951624	+	1063657	-	lp_2158	YP_004889900.1	558	-	metallo-beta-lactamase superfamily protein
chr	NC_004567.2	1951687	1952646	+	1063702	-	lp_2159	YP_004889901.1	319	-	diacylglycerol/lipid kinase
chr	NC_004567.2	1952868	1953071	-	1063700	-	lp_2160	YP_004889902.1	67	-	hypothetical protein lp_2160
chr	NC_004567.2	1953245	1954735	-	1063639	-	lp_2162	YP_004889903.1	496	-	extracellular protein, NlpC/P60 family,gamma-D-glutamate-meso-diaminopimelate muropeptidase
chr	NC_004567.2	1955212	1956474	+	1063661	ISP1_7	lp_2164	YP_004889904.1	420	-	transposase
chr	NC_004567.2	1956536	1957501	-	1063653	prs2	lp_2166	YP_004889905.1	321	-	ribose-phosphate pyrophosphokinase
chr	NC_004567.2	1957656	1960205	-	1063662	recD	lp_2168	YP_004889906.1	849	-	exodeoxyribonuclease V, alpha chain
chr	NC_004567.2	1960221	1960895	-	1063664	-	lp_2169	YP_004889907.1	224	-	hypothetical protein lp_2169
chr	NC_004567.2	1960916	1961581	-	1063620	pgm6	lp_2170	YP_004889908.1	221	-	phosphoglycerate mutase family protein
chr	NC_004567.2	1962105	1963553	-	1061940	-	lp_2173	YP_004889909.1	482	-	cell surface protein, CscB family
chr	NC_004567.2	1963560	1964594	-	1063623	-	lp_2174	YP_004889910.1	344	-	cell surface protein precursor
chr	NC_004567.2	1964653	1965384	-	1063633	-	lp_2175	YP_004889911.1	243	-	cell surface protein, CscC family
chr	NC_004567.2	1965666	1966328	-	1062201	ktrA	lp_2176	YP_004889912.1	220	-	potassium uptake protein
chr	NC_004567.2	1966338	1967696	-	1063611	ktrB	lp_2177	YP_004889913.1	452	-	potassium uptake protein
chr	NC_004567.2	1967886	1969010	-	1063624	trmU	lp_2178	YP_004889914.1	374	-	tRNA (5-methyl aminomethyl-2-thiouridylate)-methyltransferase
chr	NC_004567.2	1969127	1969468	-	1062202	-	lp_2179	YP_004889915.1	113	-	cysteine desulfurase associated protein
chr	NC_004567.2	1969471	1970631	-	1063619	iscS	lp_2180	YP_004889916.1	386	-	cysteine desulfurase
chr	NC_004567.2	1970690	1971382	-	1063622	mtn	lp_2181	YP_004889917.1	230	-	methylthioadenosine nucleosidase; S-adenosylhomocysteine nucleosidase
chr	NC_004567.2	1971403	1971654	-	1063578	-	lp_2182	YP_004889918.1	83	-	hypothetical protein lp_2182
chr	NC_004567.2	1971654	1972208	-	1063597	-	lp_2183	YP_004889919.1	184	-	ADP-ribose pyrophosphatase
chr	NC_004567.2	1972403	1973401	-	1063577	dapF	lp_2185	YP_004889920.1	332	-	diaminopimelate epimerase
chr	NC_004567.2	1973735	1976533	-	1063600	ileS	lp_2187	YP_004889921.1	932	-	isoleucine-tRNA synthetase
chr	NC_004567.2	1976848	1977546	-	1063587	divIVA	lp_2189	YP_004889922.1	232	-	cell division initiation protein DivIVA
chr	NC_004567.2	1977564	1978349	-	1063557	-	lp_2190	YP_004889923.1	261	-	cell division protein, RNA-binding S4 domain-containing protein
chr	NC_004567.2	1978373	1978633	-	1063569	-	lp_2191	YP_004889924.1	86	-	cell division protein
chr	NC_004567.2	1978646	1979068	-	1063571	sepF	lp_2192	YP_004889925.1	140	-	cell division protein
chr	NC_004567.2	1979092	1980375	-	1063575	ftsZ	lp_2193	YP_004889926.1	427	-	cell division protein FtsZ
chr	NC_004567.2	1980405	1981751	-	1063574	ftsA	lp_2194	YP_004889927.1	448	-	cell division protein FtsA
chr	NC_004567.2	1981868	1982743	-	1062213	ftsQ	lp_2195	YP_004889928.1	291	-	cell division initiation protein FtsQ
chr	NC_004567.2	1982774	1983865	-	1063553	murG	lp_2196	YP_004889929.1	363	-	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
chr	NC_004567.2	1983865	1985244	-	1063555	murD	lp_2197	YP_004889930.1	459	-	UDP-N-acetylmuramoylalanine--D-glutamate ligase
chr	NC_004567.2	1985536	1986501	-	1063536	mraY	lp_2199	YP_004889931.1	321	-	phospho-N-acetylmuramoyl-pentapeptide-transferase
chr	NC_004567.2	1986530	1988671	-	1063558	pbp2B	lp_2200	YP_004889932.1	713	-	transpeptidase, penicillin binding protein 2B
chr	NC_004567.2	1988668	1989063	-	1062214	ftsL	lp_2201	YP_004889933.1	131	-	cell division protein FtsL
chr	NC_004567.2	1989085	1990044	-	1063486	mraW	lp_2202	YP_004889934.1	319	-	S-adenosyl-methyltransferase MraW
chr	NC_004567.2	1990078	1990503	-	1063547	mraZ	lp_2203	YP_004889935.1	141	-	cell division protein MraZ
chr	NC_004567.2	1990673	1991041	-	1063435	-	lp_2205	YP_004889936.1	122	-	membrane protein
chr	NC_004567.2	1991157	1992116	+	1063546	-	lp_2206	YP_004889937.1	319	-	Mg2+ and Co2+ transport protein
chr	NC_004567.2	1992621	1995008	-	1061477	ftsK2	lp_2210	YP_004889938.1	795	-	cell division protein FtsK
chr	NC_004567.2	1995121	1995633	-	1063551	cspR	lp_2211	YP_004889939.1	170	-	23S rRNA methyltransferase
chr	NC_004567.2	1995925	1996572	+	1061476	-	lp_2212	YP_004889940.1	215	-	NADH-flavin reductase
chr	NC_004567.2	1996907	1998256	+	1062898	brnT	lp_2213	YP_004889941.1	449	-	branched-chain (Leu, Ile & Val) amino acid transporter, LIVCS family
chr	NC_004567.2	1998604	1999458	-	1063815	rrmA	lp_2215	YP_004889942.1	284	-	rRNA large subunit methyltransferase A
chr	NC_004567.2	1999725	1999994	+	1062218	rpsN2	lp_2216	YP_004889943.1	89	-	30S ribosomal protein S14
chr	NC_004567.2	2000156	2001310	-	1061494	-	lp_2217	YP_004889944.1	384	-	transporter
chr	NC_004567.2	2001325	2001684	-	1061470	pts17A	lp_2218	YP_004889945.1	119	-	PTS system, glucitol/sorbitol-specific EIIA component
chr	NC_004567.2	2001816	2002835	+	1061488	-	lp_2219	YP_004889946.1	339	-	6-phosphogluconolactonase
chr	NC_004567.2	2002851	2003489	+	1062566	cutC	lp_2220	YP_004889947.1	212	-	copper homeostasis protein
chr	NC_004567.2	2003743	2004645	-	1063003	rluD2	lp_2221	YP_004889948.1	300	-	pseudouridylate synthase
chr	NC_004567.2	2004642	2005445	-	1062240	ppnK	lp_2222	YP_004889949.1	267	-	inorganic polyphosphate/ATP-NAD kinase
chr	NC_004567.2	2005442	2006104	-	1061455	-	lp_2223	YP_004889950.1	220	-	GTP pyrophosphokinase
chr	NC_004567.2	2006397	2007032	+	1063712	-	lp_2224	YP_004889951.1	211	-	dithiol-disulfide isomerase, DsbA family,FrnE-like subfamily
chr	NC_004567.2	2007247	2009058	-	1063431	pepF1	lp_2225	YP_004889952.1	603	-	oligoendopeptidase F
chr	NC_004567.2	2009136	2010221	-	1062186	-	lp_2226	YP_004889953.1	361	-	competence protein/transcription factor,CoiA-like family
chr	NC_004567.2	2010406	2011137	-	1062587	mecA	lp_2227	YP_004889954.1	243	-	negative regulator of competence
chr	NC_004567.2	2011273	2011671	-	1062069	spx3	lp_2228	YP_004889955.1	132	-	RNA polymerase (RNAP)-binding regulatory protein, arsenate reductase (ArsC) family, Spx subfamily
chr	NC_004567.2	2011958	2012701	-	1062248	-	lp_2229	YP_004889956.1	247	-	beta-lactamase superfamily metal-dependent hydrolase
chr	NC_004567.2	2012842	2013342	+	1061248	-	lp_2230	YP_004889957.1	166	-	hypothetical protein lp_2230
chr	NC_004567.2	2021158	2021538	-	1064172	-	lp_2231a	YP_004889958.1	126	-	hypothetical protein lp_2231a
chr	NC_004567.2	2021538	2021945	-	1061111	-	lp_2231b	YP_004889959.1	135	-	RNA-binding protein, S1-type
chr	NC_004567.2	2022075	2022659	-	1064151	ppiB	lp_2231c	YP_004889960.1	194	-	peptidyl-prolyl isomerase
chr	NC_004567.2	2022823	2023479	+	1061373	-	lp_2232	YP_004889961.1	218	-	membrane protein
chr	NC_004567.2	2023570	2024211	-	1061326	-	lp_2234	YP_004889962.1	213	-	membrane protein
chr	NC_004567.2	2024195	2024986	-	1061430	-	lp_2235	YP_004889963.1	263	-	HAD-superfamily hydrolase
chr	NC_004567.2	2025008	2025637	-	1061289	-	lp_2236	YP_004889964.1	209	-	hypothetical protein lp_2236
chr	NC_004567.2	2025656	2027041	-	1061829	-	lp_2237	YP_004889965.1	461	-	bifunctional protein: 5\'-nucleotidase; 2\',3\'-cyclic phosphodiesterase
chr	NC_004567.2	2027111	2027719	-	1061827	-	lp_2238	YP_004889966.1	202	-	metallophosphatase
chr	NC_004567.2	2028235	2029620	-	1061525	-	lp_2240	YP_004889967.1	461	-	amino acid transport protein
chr	NC_004567.2	2029940	2031133	-	1061826	ack3	lp_2242	YP_004889968.1	397	-	acetate kinase
chr	NC_004567.2	2031145	2032155	-	1064216	-	lp_2243	YP_004889969.1	336	-	type I restriction-modification system,adenine-specific methyltransferase subunit
chr	NC_004567.2	2032367	2032951	-	1061109	-	lp_2244	YP_004889970.1	194	-	bacterial type II secretion/trafficking system protein
chr	NC_004567.2	2033026	2033499	-	1061144	-	lp_2246	YP_004889971.1	157	-	bacterial type II secretion/trafficking system extracellular protein
chr	NC_004567.2	2033489	2033845	-	1061129	-	lp_2247	YP_004889972.1	118	-	bacterial type II secretion/trafficking system protein
chr	NC_004567.2	2033842	2034891	-	1062124	-	lp_2248	YP_004889973.1	349	-	bacterial type II secretion/trafficking system protein F
chr	NC_004567.2	2034827	2035801	-	1064204	gspE	lp_2249	YP_004889974.1	324	-	bacterial type II secretion/trafficking system protein E, ATPase
chr	NC_004567.2	2036001	2036921	-	1064195	rbsK2	lp_2251	YP_004889975.1	306	-	ribokinase
chr	NC_004567.2	2037058	2037786	-	1062570	-	lp_2253	YP_004889976.1	242	-	YebC/PmpR family DNA-binding regulatory protein
chr	NC_004567.2	2038004	2038324	-	1064210	-	lp_2254	YP_004889977.1	106	-	hypothetical protein lp_2254
chr	NC_004567.2	2038317	2039189	-	1061456	-	lp_2255	YP_004889978.1	290	-	hypothetical protein lp_2255
chr	NC_004567.2	2039312	2040322	-	1061192	ccpA	lp_2256	YP_004889979.1	336	-	catabolite control protein A
chr	NC_004567.2	2040586	2041695	+	1064134	pepQ	lp_2258	YP_004889980.1	369	-	Xaa-Pro dipeptidase
chr	NC_004567.2	2041782	2042243	-	1061505	-	lp_2259	YP_004889981.1	153	-	MerR family transcriptional regulator
chr	NC_004567.2	2042313	2042825	-	1062579	-	lp_2260	YP_004889982.1	170	-	extracellular protein
chr	NC_004567.2	2042828	2043244	-	1061482	-	lp_2261	YP_004889983.1	138	-	hypothetical protein lp_2261
chr	NC_004567.2	2043433	2044326	+	1063554	-	lp_2262	YP_004889984.1	297	-	mechanosensitive ion channel family protein
chr	NC_004567.2	2044594	2045748	-	1062046	-	lp_2263	YP_004889985.1	384	-	N-acetyldiaminopimelate deacetylase
chr	NC_004567.2	2045766	2046476	-	1063902	dapD	lp_2264	YP_004889986.1	236	-	tetrahydrodipicolinate N-acetyltransferase
chr	NC_004567.2	2046495	2046986	-	1061496	-	lp_2265	YP_004889987.1	163	-	hypothetical protein lp_2265
chr	NC_004567.2	2047074	2047592	-	1064175	-	lp_2266	YP_004889988.1	172	-	phosphoesterase
chr	NC_004567.2	2047589	2048197	-	1062219	xtp1	lp_2267	YP_004889989.1	202	-	xanthosine triphosphate pyrophosphatase
chr	NC_004567.2	2048190	2049011	-	1062262	murI	lp_2268	YP_004889990.1	273	-	glutamate racemase
chr	NC_004567.2	2049049	2049732	+	1061820	-	lp_2269	YP_004889991.1	227	-	hypothetical protein lp_2269
chr	NC_004567.2	2049900	2050211	-	1062267	trxA2	lp_2270	YP_004889992.1	103	-	thioredoxin
chr	NC_004567.2	2050367	2052730	-	1061270	mutS	lp_2271	YP_004889993.1	787	-	DNA mismatch repair protein MutS2
chr	NC_004567.2	2052790	2053041	-	1063565	zapA	lp_2272	YP_004889994.1	83	-	cell-division Z-ring component, stimulator of FtsZ polymerization
chr	NC_004567.2	2053173	2053469	-	1062274	-	lp_2273	YP_004889995.1	98	-	hypothetical protein lp_2273
chr	NC_004567.2	2053482	2053916	-	1062270	-	lp_2274	YP_004889996.1	144	-	endonuclease, resolvase
chr	NC_004567.2	2053913	2054182	-	1062277	-	lp_2275	YP_004889997.1	89	-	hypothetical protein lp_2275
chr	NC_004567.2	2054567	2057209	-	1062264	alaS	lp_2277	YP_004889999.1	880	-	alanine-tRNA synthetase
chr	NC_004567.2	2057537	2058880	-	1062282	rhe3	lp_2278	YP_004890000.1	447	-	ATP-dependent RNA helicase
chr	NC_004567.2	2058883	2059839	-	1062278	-	lp_2279	YP_004890001.1	318	-	phosphoesterase, DHH family
chr	NC_004567.2	2059932	2061065	-	1062285	dinP	lp_2280	YP_004890002.1	377	-	DNA polymerase, DNA-damage-inducible protein P
chr	NC_004567.2	2061184	2061567	-	1062276	yajC	lp_2281	YP_004890003.1	127	-	preprotein translocase subunit YajC
chr	NC_004567.2	2061645	2062787	-	1062275	tgt	lp_2282	YP_004890004.1	380	-	queuine tRNA-ribosyltransferase
chr	NC_004567.2	2063097	2064131	-	1062292	queA	lp_2285	YP_004890005.1	344	-	S-adenosylmethionine tRNA ribosyltransferase-isomerase
chr	NC_004567.2	2064149	2065159	-	1062286	ruvB	lp_2286	YP_004890006.1	336	-	Holliday junction ATP-dependent DNA helicase RuvB
chr	NC_004567.2	2065177	2065788	-	1062295	ruvA	lp_2287	YP_004890007.1	203	-	Holliday junction ATP-dependent DNA helicase RuvA
chr	NC_004567.2	2065989	2066507	+	1062284	-	lp_2289	YP_004890008.1	172	-	hypothetical protein lp_2289
chr	NC_004567.2	2066641	2069709	-	1062283	-	lp_2290	YP_004890009.1	1022	-	membrane protein
chr	NC_004567.2	2069863	2070270	-	1062300	-	lp_2292	YP_004890010.1	135	-	hypothetical protein lp_2292
chr	NC_004567.2	2071309	2073345	-	1062296	hexB	lp_2297	YP_004890011.1	678	-	DNA mismatch repair protein MutL/HexB
chr	NC_004567.2	2073516	2076206	-	1062303	hexA	lp_2298	YP_004890012.1	896	-	DNA mismatch repair protein MutS/HexA
chr	NC_004567.2	2076234	2077040	-	1062294	-	lp_2299	YP_004890013.1	268	-	metallophosphatase (MPP) superfamily protein
chr	NC_004567.2	2077165	2078724	-	1062293	-	lp_2300	YP_004890014.1	519	-	metal dependent phosphohydrolase, HD family
chr	NC_004567.2	2078955	2080097	-	1062309	recA	lp_2301	YP_004890015.1	380	-	recombinase A
chr	NC_004567.2	2080189	2081451	-	1062304	cinA	lp_2302	YP_004890016.1	420	-	competence-induced protein,molybdopterin-binding domain
chr	NC_004567.2	2081719	2082303	-	1062312	pgsA	lp_2303	YP_004890017.1	194	-	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
chr	NC_004567.2	2082326	2083198	-	1062302	-	lp_2304	YP_004890018.1	290	-	Xre family transcriptional regulator
chr	NC_004567.2	2083302	2084603	-	1062301	-	lp_2305	YP_004890019.1	433	-	zinc-dependent proteinase, M16 family
chr	NC_004567.2	2084600	2085865	-	1062317	-	lp_2306	YP_004890020.1	421	-	non-proteolytic protein, peptidase family M16
chr	NC_004567.2	2086075	2087427	+	1062318	thrA2	lp_2308	YP_004890021.1	450	-	aspartate kinase
chr	NC_004567.2	2088511	2089350	-	1062313	glnH2	lp_2312	YP_004890022.1	279	-	glutamine/histidine ABC transporter, substrate binding protein
chr	NC_004567.2	2089362	2090003	-	1062320	glnQ4	lp_2313	YP_004890023.1	213	-	glutamine/histidine ABC transporter ATP-binding protein
chr	NC_004567.2	2090016	2090657	-	1062311	glnP2	lp_2314	YP_004890024.1	213	-	glutamine/histidine ABC transporter, permease protein
chr	NC_004567.2	2091137	2091943	-	1062310	minD	lp_2315	YP_004890025.1	268	-	septum site-determining protein MinD
chr	NC_004567.2	2091943	2092611	-	1062325	minC	lp_2316	YP_004890026.1	222	-	septum site-determining protein MinC
chr	NC_004567.2	2092633	2093151	-	1062326	mreD	lp_2317	YP_004890027.1	172	-	cell shape determining protein MreD
chr	NC_004567.2	2093164	2094009	-	1062321	mreC	lp_2318	YP_004890028.1	281	-	cell shape determining protein MreC
chr	NC_004567.2	2094080	2095084	-	1062328	mreB1	lp_2319	YP_004890029.1	334	-	cell shape determining protein MreB
chr	NC_004567.2	2095311	2095946	-	1062319	radC	lp_2320	YP_004890030.1	211	-	DNA repair protein
chr	NC_004567.2	2096118	2097452	-	1062333	folC1	lp_2321	YP_004890031.1	444	-	formylTHF-polyglutamate synthase / folyl-polyglutamate synthase / hydrofolate synthase
chr	NC_004567.2	2097626	2100295	-	1062329	valS	lp_2322	YP_004890032.1	889	-	valine-tRNA synthetase
chr	NC_004567.2	2100619	2101113	-	1062334	tpx	lp_2323	YP_004890033.1	164	-	thiol peroxidase
chr	NC_004567.2	2101353	2102591	-	1062327	gshA	lp_2324	YP_004890034.1	412	-	glutamate--cysteine ligase
chr	NC_004567.2	2102796	2104013	-	1062341	thiI	lp_2325	YP_004890035.1	405	-	thiamine biosynthesis protein ThiI, ATP pyrophosphatase
chr	NC_004567.2	2104031	2105185	-	1062342	csd2	lp_2326	YP_004890036.1	384	-	cysteine desulfurase
chr	NC_004567.2	2105497	2107218	-	1062337	ezrA	lp_2328	YP_004890037.1	573	-	septation ring formation regulator
chr	NC_004567.2	2107390	2107851	+	1062344	-	lp_2330	YP_004890038.1	153	-	signaling protein containing GAF domain
chr	NC_004567.2	2108053	2108661	+	1062335	rpsD	lp_2331	YP_004890039.1	202	-	30S ribosomal protein S4
chr	NC_004567.2	2108720	2109346	-	1062349	-	lp_2332	YP_004890040.1	208	-	hypothetical protein lp_2332
chr	NC_004567.2	2109479	2109943	+	1062345	-	lp_2333	YP_004890041.1	154	-	hypothetical protein lp_2333
chr	NC_004567.2	2109999	2110625	-	1062350	-	lp_2334	YP_004890042.1	208	-	membrane protein
chr	NC_004567.2	2110625	2110903	-	1062343	-	lp_2335	YP_004890043.1	92	-	ArsR family transcriptional regulator
chr	NC_004567.2	2111070	2113325	-	1062357	gshAB	lp_2336	YP_004890044.1	751	-	glutathione biosynthesis bifunctional protein: glutamate-cysteine ligase; glutathione synthetase
chr	NC_004567.2	2113435	2114715	+	1062358	-	lp_2337	YP_004890045.1	426	-	AAA ATPase
chr	NC_004567.2	2115346	2115630	+	1062360	-	lp_2339	YP_004890046.1	94	-	membrane protein
chr	NC_004567.2	2115697	2116179	+	1062352	-	lp_2340	YP_004890047.1	160	-	nucleotide-binding protein, universal stress protein UspA family
chr	NC_004567.2	2116268	2117398	-	1062351	bla2	lp_2341	YP_004890048.1	376	-	beta-lactamase, class A
chr	NC_004567.2	2117515	2118411	-	1062365	-	lp_2342	YP_004890049.1	298	-	Xre family transcriptional regulator
chr	NC_004567.2	2118861	2120420	-	1062367	glpQ3	lp_2344	YP_004890050.1	519	-	glycerophosphodiester phosphodiesterase
chr	NC_004567.2	2120496	2121608	-	1062361	ddl	lp_2345	YP_004890051.1	370	-	D-alanine--D-alanine ligase
chr	NC_004567.2	2121710	2122738	-	1062366	-	lp_2346	YP_004890052.1	342	-	alcohol dehydrogenase
chr	NC_004567.2	2122760	2123734	-	1062359	-	lp_2347	YP_004890053.1	324	-	hypothetical protein lp_2347
chr	NC_004567.2	2123933	2124850	-	1062374	hicD3	lp_2349	YP_004890054.1	305	-	L-2-hydroxyisocaproate dehydrogenase
chr	NC_004567.2	2125093	2125917	-	1062369	-	lp_2350	YP_004890055.1	274	-	D-Methionine-like precursorABC transporter,substrate binding protein
chr	NC_004567.2	2125943	2126635	-	1062375	-	lp_2351	YP_004890056.1	230	-	D-Methionine-like precursor ABC transporter,permease protein
chr	NC_004567.2	2126628	2127659	-	1062368	-	lp_2352	YP_004890057.1	343	-	D-Methionine-like precursor ABC transporter ATP binding binding protein
chr	NC_004567.2	2128027	2128323	-	1062386	gcsH2	lp_2353	YP_004890058.1	98	-	glycine cleavage system, H protein
chr	NC_004567.2	2128354	2129559	-	1062380	rodA2	lp_2354	YP_004890059.1	401	-	rod-shape determining protein
chr	NC_004567.2	2129707	2129934	-	1062387	-	lp_2357	YP_004890060.1	75	-	hypothetical protein lp_2357
chr	NC_004567.2	2129918	2130190	-	1062378	-	lp_2358	YP_004890061.1	90	-	hypothetical protein lp_2358
chr	NC_004567.2	2130197	2131198	-	1062376	mreB2	lp_2359	YP_004890062.1	333	-	cell shape determining protein MreB
chr	NC_004567.2	2131322	2131876	-	1062397	-	lp_2360	YP_004890063.1	184	-	ribosomal protein serine-acetylating enzyme
chr	NC_004567.2	2131984	2133300	-	1062393	murA2	lp_2361	YP_004890064.1	438	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
chr	NC_004567.2	2134274	2134702	-	1062398	atpC	lp_2363	YP_004890065.1	142	-	H(+)-transporting two-sector ATPase, epsilon subunit
chr	NC_004567.2	2134714	2136117	-	1062389	atpD	lp_2364	YP_004890066.1	467	-	H(+)-transporting two-sector ATPase, beta subunit
chr	NC_004567.2	2136142	2137086	-	1062408	atpG	lp_2365	YP_004890067.1	314	-	H(+)-transporting two-sector ATPase, gamma subunit
chr	NC_004567.2	2137116	2138630	-	1062411	atpA	lp_2366	YP_004890068.1	504	-	H(+)-transporting two-sector ATPase, alpha subunit
chr	NC_004567.2	2138653	2139198	-	1062400	atpH	lp_2367	YP_004890069.1	181	-	H(+)-transporting two-sector ATPase, delta subunit
chr	NC_004567.2	2139188	2139703	-	1062399	atpF	lp_2368	YP_004890070.1	171	-	H(+)-transporting two-sector ATPase, B subunit
chr	NC_004567.2	2139757	2139969	-	1062422	atpE	lp_2369	YP_004890071.1	70	-	H(+)-transporting two-sector ATPase, C subunit
